torneo_id,year,elo_colombia,fifa_rank,avg_age,market_value_meur,wins_last10,draws_last10,losses_last10,goals_scored_last10,goals_conceded_last10,clean_sheets_last10,form_index,qual_position,injuries_key_players,coach_experience_years,home_continent,avg_height_cm,sprint_speed_kmh,prev_world_cups,group_rival_avg_elo,group_rival_max_elo,tournament_avg_elo,octavos_rival_elo,cuartos_rival_elo,semis_rival_elo,final_rival_elo,luck_factor,media_pressure,prep_days,altitude_m,climate,group_points_scored,target_ronda
853,2017,1782.2,8,26.2,1047.6,4,1,5,9,11,2,0.4333,6,1,0.2,0,179.8,32.4,6,1697.3,1826.3,1712.3,1784.3,1957.1,2061.7,1872.6,0.0171,9.4,20,0.0,0,3,3
854,2021,1726.5,2,28.6,763.5,5,1,4,5,12,3,0.5333,4,0,2.7,0,175.9,31.2,7,1846.6,1981.2,1804.4,1834.2,1973.6,1999.0,2121.7,-0.2317,6.3,28,0.0,1,3,0
855,2020,1792.2,4,25.4,748.5,5,0,5,15,8,4,0.5,4,2,0.0,0,180.8,31.7,6,1860.9,1987.3,1786.2,1857.3,1878.5,2018.8,2030.5,0.1349,4.8,37,1000.0,2,3,1
856,1999,1760.6,23,25.2,609.3,4,2,4,8,7,5,0.4667,8,1,4.7,0,180.6,31.8,2,1732.1,1766.1,1714.0,1749.8,1788.6,1955.8,1958.0,0.1841,3.9,23,2000.0,0,3,2
857,2010,1791.7,16,24.4,404.2,4,3,3,9,11,6,0.5,2,2,4.0,0,183.1,32.3,5,1656.6,1724.5,1600.0,1706.0,1781.8,1826.2,1845.8,0.0091,3.6,30,0.0,1,0,0
858,2007,1814.7,25,26.4,593.0,5,5,0,10,9,2,0.6667,4,0,6.2,0,178.9,28.7,4,1787.3,1836.1,1722.5,1839.2,1932.6,1939.7,1909.7,-0.1793,4.8,25,0.0,3,6,3
859,2014,1912.6,9,24.8,629.3,6,1,3,12,7,2,0.6333,4,3,1.7,0,182.1,30.9,5,1855.6,1914.7,1888.5,1938.3,1999.2,2145.1,2208.8,-0.1133,6.0,42,1000.0,0,6,2
860,2004,1919.7,13,26.9,562.9,4,3,3,10,8,2,0.5,1,1,15.1,0,184.0,33.8,2,1837.8,1986.6,1729.9,1777.5,1858.0,2014.5,2004.3,-0.1705,9.2,40,0.0,4,2,0
861,2022,1820.4,1,23.6,542.4,3,1,6,10,8,3,0.3333,2,0,0.4,0,177.8,33.1,8,1852.4,2055.8,1711.3,1840.3,1828.3,1909.4,2087.3,-0.018,6.0,41,0.0,1,4,4
862,2017,1982.1,23,27.3,794.6,5,1,4,14,8,3,0.5333,4,1,0.7,0,180.0,34.8,6,1590.3,1703.7,1741.6,1841.6,1880.8,1920.3,2058.7,-0.0802,8.2,31,0.0,2,9,1
863,2012,1886.8,7,26.1,541.2,4,3,3,5,7,1,0.5,3,2,3.9,0,178.0,36.0,5,1888.5,1895.1,1750.7,1803.3,1888.2,2066.2,2056.3,-0.1264,9.0,21,1000.0,0,4,3
864,2018,1807.2,8,27.7,450.4,2,5,3,6,12,3,0.3667,1,0,0.5,0,178.8,32.4,6,1634.1,1683.7,1789.0,1887.6,1964.9,2111.2,1995.6,0.1177,5.2,34,0.0,4,7,5
865,2013,1732.9,3,25.1,700.8,3,2,5,13,6,4,0.3667,2,5,2.9,0,183.1,34.4,5,1756.7,1910.5,1681.6,1733.3,1875.0,1900.0,1944.6,-0.1082,6.6,27,0.0,2,1,0
866,2011,1720.4,1,27.0,438.5,6,2,2,8,11,4,0.6667,2,1,5.4,0,174.8,33.7,5,1652.2,1907.1,1795.7,1874.9,1982.5,1987.5,2007.8,-0.1994,4.5,22,0.0,1,3,0
867,1999,1874.1,3,26.3,391.3,4,1,5,10,9,4,0.4333,7,0,0.4,0,175.2,34.8,2,1821.8,1952.1,1717.7,1835.6,1889.3,2008.5,1986.3,-0.2021,7.0,38,0.0,3,3,3
868,2000,1729.5,1,30.3,791.3,5,2,3,11,7,3,0.5667,3,2,1.9,0,179.2,32.7,0,1616.5,1747.4,1756.9,1885.8,1924.6,1942.3,2070.8,0.0969,3.4,38,0.0,2,4,4
869,2015,1778.2,7,24.3,417.5,6,1,3,8,7,1,0.6333,4,2,0.1,0,179.7,34.0,6,1749.2,1957.7,1770.1,1937.3,2031.2,2036.4,2068.1,0.1018,5.1,27,0.0,1,3,0
870,2006,1858.6,11,24.7,665.9,5,1,4,10,10,1,0.5333,2,2,1.9,0,183.9,33.5,4,1906.9,2044.5,1619.9,1700.5,1829.2,1745.0,1898.5,-0.3263,4.9,36,0.0,1,9,1
871,2002,1792.0,10,28.6,641.4,3,2,5,11,6,3,0.3667,4,0,3.2,0,176.0,31.3,3,1854.6,1937.7,1684.2,1747.5,1827.6,2015.1,1948.1,0.0187,4.3,32,0.0,0,7,1
872,2015,1779.7,18,29.5,557.6,4,2,4,14,16,0,0.4667,4,0,0.9,0,180.4,31.0,6,1601.2,1722.6,1786.8,1923.2,1922.2,1935.3,2134.5,0.1744,5.6,39,0.0,1,3,2
873,2015,1831.8,1,26.8,1173.2,0,3,7,10,7,6,0.1,1,4,4.0,0,180.3,34.2,6,1604.1,1655.0,1828.5,1842.2,1941.8,2070.9,2161.4,-0.024,4.5,36,0.0,1,6,1
874,1999,1813.4,15,26.8,572.3,2,3,5,12,8,3,0.3,3,1,2.6,0,184.0,32.6,2,1792.3,1938.4,1600.0,1695.8,1784.3,1877.2,1878.8,-0.124,4.3,41,0.0,0,9,5
875,2002,1869.7,1,23.7,316.4,3,2,5,15,8,1,0.3667,4,1,8.3,0,182.0,31.5,1,1544.4,1646.3,1685.1,1767.7,1884.9,2020.5,2063.6,0.1005,8.8,21,0.0,3,5,3
876,2009,1890.2,4,24.6,625.0,3,4,3,12,7,2,0.4333,7,0,0.4,0,179.7,31.6,3,1563.5,1697.1,1669.9,1717.2,1773.8,1865.7,1816.0,-0.264,7.2,22,2500.0,2,6,5
877,2001,1818.4,10,26.1,622.3,6,1,3,10,7,4,0.6333,1,0,1.8,0,178.8,32.3,0,1818.9,1940.3,1821.4,1962.9,1944.8,2122.2,2103.0,0.3937,3.1,24,0.0,0,3,0
878,1997,1856.1,16,23.9,792.2,5,1,4,12,7,3,0.5333,3,2,0.4,0,176.9,32.7,1,1692.9,1861.5,1875.0,1967.8,2006.6,2097.5,2119.2,-0.0925,5.9,35,2000.0,1,6,1
879,2007,1740.2,1,26.2,662.2,5,1,4,17,3,7,0.5333,4,2,4.4,0,186.1,30.4,4,1813.8,1948.1,1772.3,1768.3,1866.7,2041.4,2091.4,0.0109,4.4,40,0.0,1,3,2
880,2026,1946.5,11,22.0,884.0,3,3,4,12,9,2,0.4,5,3,0.4,0,178.3,32.8,7,1762.8,1863.4,1861.5,1946.3,2099.6,2109.0,2225.4,0.2487,6.2,25,0.0,1,1,0
881,2022,1822.1,7,26.6,883.5,5,0,5,8,8,3,0.5,1,1,1.8,0,177.1,31.9,8,1714.4,1771.3,1732.8,1857.9,1868.5,1938.9,2024.8,-0.2481,6.1,20,0.0,0,3,5
882,2017,1783.0,4,27.7,484.8,5,3,2,10,10,3,0.6,1,0,1.1,0,174.7,34.1,5,1768.9,1880.5,1646.7,1627.1,1766.7,1812.0,1933.3,-0.0262,4.4,25,0.0,4,4,2
883,2014,1835.3,9,26.5,695.3,5,2,3,9,10,1,0.5667,1,0,12.9,0,179.5,32.0,5,1568.0,1624.2,1674.7,1732.1,1894.8,2013.3,1947.7,-0.3273,5.0,32,0.0,0,6,1
884,2009,1813.5,13,26.6,362.4,4,2,4,6,7,2,0.4667,1,2,2.8,0,177.1,31.5,4,1740.3,1816.0,1862.4,1981.2,1974.4,2048.0,2212.5,0.1819,4.5,26,0.0,4,0,0
885,2017,1755.4,1,26.3,724.9,6,1,3,11,11,2,0.6333,7,1,0.2,0,177.1,30.4,5,1923.2,2139.2,1698.2,1826.6,1889.4,1866.4,1912.4,0.0525,7.4,38,0.0,3,4,1
886,2002,1799.2,6,25.1,832.3,1,2,7,12,8,3,0.1667,3,1,6.2,0,187.2,32.0,3,1743.7,1916.4,1847.6,1917.8,2072.6,2068.2,2140.3,0.0525,6.4,29,0.0,2,4,2
887,2025,1969.3,1,25.4,432.5,5,3,2,12,12,3,0.6,1,1,3.6,0,179.6,32.1,8,1781.0,1877.3,1741.6,1809.9,1957.8,1995.0,1971.3,0.0005,8.4,36,0.0,0,4,2
888,2000,1748.1,11,27.7,528.4,5,1,4,17,9,1,0.5333,4,1,5.9,0,178.6,33.5,0,1862.8,1862.3,1769.5,1810.4,1866.2,1983.6,2071.0,0.159,5.0,37,0.0,0,3,0
889,2013,1894.6,11,27.9,725.8,2,1,7,17,14,2,0.2333,2,3,0.4,0,180.8,32.0,1,1699.6,1845.0,1677.3,1735.0,1867.0,1909.8,1978.1,-0.1727,8.7,40,0.0,3,5,1
890,2003,1863.2,5,25.2,657.8,6,4,0,19,12,2,0.7333,2,3,8.5,0,185.5,29.2,3,1861.0,1921.8,1809.5,1924.6,1993.8,2128.1,2013.1,-0.0699,10.0,29,0.0,3,7,2
891,2003,1735.0,11,28.2,767.9,2,5,3,4,8,2,0.3667,5,1,2.4,0,179.9,30.9,3,1872.7,1965.6,1796.4,1867.0,1867.4,2014.5,2130.4,0.2036,5.4,35,1000.0,0,6,1
892,2020,1941.8,17,26.7,957.1,3,2,5,7,6,3,0.3667,1,1,2.6,0,173.0,31.9,7,1581.2,1655.2,1819.0,1877.2,1937.7,1994.9,2154.0,0.2269,7.9,35,0.0,1,9,3
893,2002,1863.5,12,28.0,621.3,3,3,4,15,8,3,0.4,4,0,3.4,0,174.5,36.0,0,1889.0,1947.5,1626.2,1755.0,1689.7,1808.4,1963.1,0.0013,8.0,33,0.0,1,3,4
894,1996,1822.7,10,28.0,588.5,4,2,4,12,11,3,0.4667,6,0,0.2,0,176.7,32.7,0,1769.9,1949.8,1702.5,1780.9,1867.8,1945.3,1979.1,-0.0176,3.4,40,2000.0,1,1,0
895,2025,1824.7,8,26.7,580.9,3,4,3,8,8,4,0.4333,2,2,3.1,0,176.5,32.8,8,1698.2,1790.0,1773.7,1876.4,2065.8,2044.4,2024.3,0.0373,2.8,42,0.0,2,5,2
896,2026,1883.7,1,26.9,430.1,5,3,2,11,7,1,0.6,1,3,0.1,0,182.2,33.6,8,1865.3,1973.7,1718.3,1820.1,1913.0,1897.9,2123.1,-0.0355,6.2,29,0.0,2,7,2
897,2026,1840.9,8,26.5,695.3,3,3,4,12,9,2,0.4,5,1,1.2,0,178.4,33.1,9,1630.7,1729.2,1632.4,1794.8,1732.7,1860.0,1992.5,-0.1294,1.5,39,1000.0,1,3,1
898,2009,1744.6,5,24.4,856.7,4,2,4,11,8,3,0.4667,5,0,2.9,0,184.6,32.9,2,1634.5,1657.4,1779.3,1781.6,2002.2,1979.2,2065.8,0.0116,5.8,34,0.0,3,4,4
899,2017,1881.8,5,28.9,638.2,3,1,6,6,6,3,0.3333,3,3,1.0,0,179.3,32.2,6,1916.8,1964.2,1772.8,1872.1,1947.8,2016.4,1963.2,0.1179,9.5,27,0.0,1,3,1
900,2012,1852.0,6,25.1,606.0,4,1,5,14,9,3,0.4333,5,0,11.2,0,180.6,34.0,5,1826.6,1859.1,1807.3,1836.9,1991.1,2106.3,2003.0,0.0246,8.5,30,0.0,3,1,0
901,1997,1856.2,13,27.0,298.3,8,2,0,12,12,2,0.8667,1,3,9.6,0,178.7,36.0,1,1812.3,1841.5,1747.4,1814.8,1849.3,1947.2,2155.1,0.0166,6.8,36,1000.0,2,1,0
902,2021,1755.8,5,28.2,583.6,2,3,5,12,5,2,0.3,6,2,4.8,0,181.8,31.9,7,1792.6,1874.2,1825.6,1883.2,1975.8,1991.6,2099.8,0.2015,5.6,28,1000.0,2,6,4
903,2007,1939.0,7,25.4,655.5,8,1,1,11,6,3,0.8333,5,4,2.3,0,179.0,34.7,4,1737.1,1792.5,1744.0,1800.3,1915.0,1881.8,1934.8,-0.058,7.0,41,0.0,1,6,5
904,2011,1736.8,28,27.4,555.5,7,3,0,13,5,2,0.8,7,0,5.7,0,178.4,32.9,4,1876.9,1949.2,1703.6,1732.2,1863.3,1954.1,1977.1,-0.1509,4.7,28,0.0,1,1,0
905,2016,1760.7,9,25.6,490.8,3,2,5,10,9,3,0.3667,3,0,5.3,0,179.5,33.2,5,1722.7,1873.3,1758.9,1802.6,1880.4,1923.0,2111.3,-0.0688,7.9,40,0.0,3,3,2
906,1999,1885.1,23,27.0,573.0,3,4,3,11,7,2,0.4333,4,1,5.9,0,180.9,32.1,2,1818.3,1918.4,1747.9,1842.7,1816.0,1983.5,1994.0,0.0628,9.2,43,0.0,1,6,3
907,2005,1794.6,8,25.0,1014.0,3,2,5,6,10,2,0.3667,7,1,0.7,0,185.8,32.3,3,1778.4,1889.9,1793.0,1897.4,1960.9,1979.1,2023.6,0.053,7.3,43,0.0,0,6,1
908,2017,1793.9,26,25.9,408.5,5,1,4,12,7,4,0.5333,8,0,2.1,0,180.2,34.0,4,1721.1,1856.1,1635.9,1735.4,1806.3,1819.5,1897.5,0.0117,8.3,38,1000.0,0,3,2
909,2002,1817.1,28,25.8,561.4,3,1,6,11,6,3,0.3333,2,0,4.2,0,182.1,33.1,3,1537.3,1611.0,1790.6,1907.9,1939.7,2001.2,1966.5,-0.2409,7.9,22,0.0,0,4,1
910,2015,1879.0,14,23.4,770.6,3,3,4,14,5,1,0.4,1,1,0.1,0,175.9,31.6,6,1694.8,1868.1,1600.0,1668.4,1762.9,1801.6,1955.2,-0.0632,7.1,23,0.0,1,3,0
911,2007,1865.8,3,25.4,541.0,3,3,4,12,5,1,0.4,5,3,2.2,0,175.4,33.1,4,1667.5,1798.8,1846.4,1859.1,1976.1,2011.0,2190.3,-0.0453,6.1,44,0.0,0,1,0
912,2002,1791.8,13,27.9,643.9,7,0,3,6,10,1,0.7,3,0,10.2,0,181.7,30.8,2,1880.9,2007.2,1632.9,1662.1,1857.3,1865.6,1921.8,0.0091,3.6,23,0.0,2,4,3
913,2007,1858.5,16,29.4,684.9,3,5,2,11,4,2,0.4667,2,7,1.3,0,177.2,33.7,4,2029.8,2157.5,1806.4,1880.3,1983.5,2026.2,2150.0,-0.1376,5.2,41,0.0,2,3,4
914,2020,1809.4,14,30.5,609.4,4,2,4,11,8,5,0.4667,3,0,0.6,0,178.2,32.3,6,1910.5,1948.1,1802.7,1909.3,1967.0,2096.6,2016.8,-0.2714,5.0,32,1000.0,3,5,2
915,2006,1816.8,6,30.3,631.2,2,2,6,3,11,3,0.2667,5,2,1.2,0,181.1,30.0,3,1718.6,1794.8,1697.0,1780.8,1785.5,1871.2,2092.2,0.0101,6.0,22,0.0,0,3,0
916,1996,1726.9,16,24.1,724.9,6,0,4,14,12,4,0.6,4,0,18.3,0,180.3,31.0,0,1832.4,1899.3,1769.1,1948.7,1980.1,2050.8,2067.7,-0.0574,4.2,42,0.0,4,3,2
917,2010,1803.2,11,24.2,241.7,5,3,2,11,10,4,0.6,4,1,1.8,0,178.0,35.6,5,1639.8,1783.2,1668.0,1696.9,1837.4,1931.3,1975.2,-0.0834,7.6,38,0.0,0,6,2
918,2022,1901.3,3,24.2,500.6,5,0,5,8,5,3,0.5,6,2,0.0,0,182.7,32.1,8,1925.6,2007.1,1863.2,1909.7,1936.5,2273.7,2139.3,0.289,8.7,39,1000.0,2,6,2
919,2022,1829.1,5,28.2,588.9,1,3,6,9,16,1,0.2,1,3,0.1,0,176.6,31.7,8,1729.7,1757.6,1668.9,1704.6,1797.9,1871.1,1836.0,-0.0773,3.7,42,0.0,0,6,5
920,2021,1840.3,10,29.7,590.9,3,4,3,7,9,2,0.4333,2,1,1.1,0,179.8,32.1,7,1824.7,1872.5,1872.1,2028.8,2043.1,2158.7,2160.3,0.0169,3.6,29,0.0,3,3,0
921,2012,1828.8,13,29.5,180.7,3,3,4,14,12,3,0.4,5,0,2.3,0,178.7,30.9,5,1631.5,1697.7,1680.8,1767.6,1839.1,1932.9,1896.3,-0.0281,5.3,38,0.0,4,6,2
922,1995,1813.4,35,29.8,841.8,6,2,2,8,13,1,0.6667,1,3,7.9,0,181.8,31.9,0,1700.6,1804.3,1749.8,1910.6,1928.3,1920.3,2028.6,-0.0609,4.8,38,0.0,3,0,0
923,2003,1769.2,25,27.0,396.3,5,2,3,18,7,2,0.5667,8,1,5.2,0,178.0,34.8,3,1807.3,1938.5,1687.5,1809.2,1814.5,1933.7,1949.8,0.1203,3.6,32,0.0,0,4,1
924,2011,1824.4,26,22.4,855.3,4,3,3,14,7,5,0.5,1,1,1.5,0,176.6,35.0,5,1683.1,1868.1,1764.3,1847.4,1868.7,2091.2,2046.3,-0.0602,4.2,39,0.0,0,2,0
925,1999,1895.4,2,25.9,497.6,5,2,3,13,5,2,0.5667,1,1,5.1,0,182.1,34.3,2,1982.7,2160.3,1716.1,1903.7,1899.2,1891.5,2001.9,0.0408,8.2,20,0.0,0,1,0
926,2005,1763.6,12,25.4,468.4,5,3,2,6,9,1,0.6,8,1,1.6,0,183.5,32.1,2,1675.3,1762.9,1680.4,1759.2,1771.0,1877.8,2034.2,-0.1705,5.9,44,0.0,2,2,0
927,2007,1732.7,12,25.9,413.0,4,4,2,12,7,6,0.5333,5,0,0.7,0,179.6,28.4,3,1975.9,1972.4,1768.8,1794.5,1892.2,1982.2,2096.2,0.0408,4.2,30,1000.0,2,4,2
928,1995,1834.2,9,29.9,695.4,5,0,5,18,8,4,0.5,4,1,3.3,0,179.6,32.2,0,1915.0,2048.1,1796.0,1884.3,2043.6,2152.5,2061.9,-0.0242,5.7,40,0.0,0,4,2
929,2021,1836.2,5,28.3,447.8,8,1,1,7,6,4,0.8333,4,0,9.3,0,186.5,35.7,6,1773.5,1879.5,1796.5,1863.3,2089.0,2026.4,2096.0,0.0225,3.0,36,0.0,0,3,0
930,1999,1863.9,9,26.6,619.2,6,0,4,17,10,6,0.6,1,0,0.3,0,180.9,31.5,2,1768.9,1748.7,1718.9,1797.5,1798.3,2030.6,1924.1,-0.2032,3.5,37,0.0,2,6,2
931,2000,1827.6,16,25.3,396.6,5,0,5,6,12,2,0.5,1,3,2.1,0,182.6,34.4,0,1779.4,1875.7,1748.1,1839.6,1958.8,1952.0,1980.7,-0.0052,3.4,37,0.0,1,0,0
932,1999,1853.7,12,27.0,562.1,1,3,6,17,7,3,0.2,1,2,4.1,0,177.3,32.7,2,1606.5,1643.3,1642.4,1707.1,1796.2,1848.6,1861.4,-0.06,7.4,42,0.0,2,2,0
933,1995,1825.1,21,26.8,521.6,6,0,4,3,8,3,0.6,2,1,7.4,0,181.1,29.2,1,1665.1,1800.2,1740.0,1774.6,1937.6,2023.5,2019.5,0.3085,5.0,21,0.0,0,3,0
934,2014,1882.7,16,28.3,625.0,6,3,1,5,7,2,0.7,3,1,6.0,0,181.7,32.1,6,1775.7,1883.7,1711.2,1823.1,1836.9,1978.8,1917.4,0.3905,9.7,20,0.0,3,3,0
935,2005,1793.4,3,30.3,489.2,4,1,5,7,3,2,0.4333,3,2,4.9,0,184.2,31.7,3,1739.4,1782.6,1751.3,1950.1,1935.7,2005.4,2026.8,0.0131,3.1,24,0.0,0,7,2
936,2017,1895.9,5,26.4,280.3,5,1,4,15,7,2,0.5333,1,1,3.9,0,176.7,33.8,6,1808.7,1877.1,1720.7,1828.7,1929.2,1923.3,1956.4,0.4173,7.9,26,0.0,1,4,1
937,2021,1806.8,10,26.8,559.6,6,3,1,11,8,3,0.7,5,0,2.1,0,179.5,31.3,6,1765.8,1902.2,1711.9,1780.3,1806.5,1941.4,2043.8,0.0567,7.1,35,0.0,2,7,1
938,2015,1906.2,1,23.6,544.9,5,0,5,21,7,2,0.5,2,1,0.8,0,179.5,32.3,5,1725.7,1802.9,1741.0,1736.4,1980.9,1872.2,2053.6,-0.2121,6.6,35,0.0,3,6,2
939,2009,1696.1,21,25.9,967.5,3,1,6,8,13,3,0.3333,4,3,2.7,0,177.4,35.1,4,1859.1,1868.1,1753.9,1873.1,1904.9,2158.8,1941.0,-0.128,6.0,43,2000.0,2,4,3
940,2024,1823.2,9,29.3,699.6,3,3,4,10,11,4,0.4,2,0,0.2,0,181.1,31.6,8,1719.9,1857.9,1815.6,1883.1,1968.9,2019.7,2143.5,0.3718,5.9,41,0.0,4,4,3
941,2026,1883.7,21,28.4,598.9,5,3,2,15,9,0,0.6,1,1,3.9,0,180.6,32.5,8,1750.1,1827.8,1728.4,1765.8,1907.1,2036.0,1998.6,-0.1927,8.5,29,0.0,0,3,0
942,2004,1823.7,16,25.6,758.6,3,3,4,15,9,2,0.4,3,2,9.6,0,180.4,32.2,3,1596.3,1650.1,1816.3,1911.2,1883.2,2009.5,2080.1,-0.1291,6.0,32,1000.0,3,1,0
943,2017,1832.9,13,27.3,364.4,4,3,3,9,8,4,0.5,5,0,11.5,0,182.7,32.1,5,1500.0,1535.4,1839.2,1978.4,2079.2,2143.2,2173.5,0.1533,5.3,25,0.0,1,3,0
944,2019,1808.6,1,27.2,843.5,4,3,3,9,6,1,0.5,2,2,2.6,0,183.8,29.7,6,1689.8,1785.5,1726.5,1803.7,1893.3,1969.0,2048.1,-0.0221,5.3,39,0.0,2,4,5
945,1995,1715.7,11,31.0,572.4,4,2,4,14,15,2,0.4667,5,0,0.7,0,180.5,32.8,0,1903.0,2023.9,1814.4,1927.4,1893.4,2090.1,2106.0,-0.0671,5.1,26,0.0,4,3,0
946,1996,1720.2,12,31.6,583.7,2,2,6,10,7,4,0.2667,1,1,9.1,0,178.5,32.5,0,1929.3,2122.6,1654.9,1805.7,1780.6,1911.8,1965.1,-0.0095,7.1,29,0.0,4,4,1
947,2026,1751.9,5,28.0,472.0,6,1,3,10,12,4,0.6333,3,0,4.8,0,186.9,34.5,8,1725.6,1824.6,1749.0,1878.3,1941.3,2103.7,2053.8,0.0535,5.5,27,0.0,3,4,1
948,2010,1849.6,25,26.4,879.2,4,0,6,16,5,3,0.4,3,0,0.4,0,174.8,35.9,5,1588.5,1643.3,1842.7,1868.2,2132.1,2176.1,2039.5,-0.0909,6.2,38,0.0,1,6,2
949,2025,1752.9,1,23.7,546.5,3,3,4,13,6,6,0.4,8,2,2.5,0,180.2,30.7,8,1642.4,1790.6,1761.6,1851.4,1935.6,1973.7,2007.1,-0.3766,4.7,30,1000.0,1,1,0
950,2009,1776.6,8,26.5,640.1,3,1,6,12,13,4,0.3333,5,1,0.5,0,178.2,31.1,4,1630.9,1761.1,1790.2,1856.1,1881.6,2009.1,2136.3,-0.3356,2.8,30,0.0,2,3,1
951,2002,1815.7,18,24.7,784.9,5,3,2,9,6,4,0.6,1,2,0.8,0,175.9,33.6,3,1591.0,1664.4,1693.2,1755.4,1899.3,1803.6,2019.2,-0.1421,7.1,38,0.0,4,1,0
952,2010,1824.6,2,25.7,470.5,3,1,6,9,9,4,0.3333,3,2,2.7,0,181.0,29.0,5,1766.6,1810.2,1784.2,1866.2,1959.9,2056.9,2030.2,0.0207,4.5,41,0.0,0,6,4
953,2007,1898.5,23,26.4,584.7,3,5,2,15,10,3,0.4667,6,2,19.6,0,183.7,31.7,4,1752.4,1806.0,1797.0,1946.8,1973.5,2090.9,2077.7,0.2439,7.7,34,0.0,3,7,2
954,2004,1776.1,6,26.5,690.3,5,1,4,9,7,3,0.5333,5,0,4.1,0,181.4,33.1,0,1861.5,1954.0,1812.2,1888.7,1963.2,2098.8,2051.3,-0.1204,6.2,28,1000.0,1,4,2
955,2013,1867.6,11,28.3,667.3,7,1,2,8,7,6,0.7333,1,0,3.2,0,183.1,31.3,5,1881.7,2052.1,1816.7,1817.6,2030.3,1981.2,2049.9,-0.0346,6.3,33,0.0,2,3,0
956,2008,1800.6,10,27.5,813.7,5,2,3,10,6,5,0.5667,5,2,0.1,0,179.5,32.2,4,1737.5,1912.1,1800.5,1921.6,2066.5,1975.1,1990.5,0.0505,5.1,28,0.0,1,7,2
957,2004,1796.7,16,22.5,580.4,5,3,2,7,5,4,0.6,3,2,0.2,0,184.3,32.2,3,1651.7,1700.4,1652.6,1669.7,1882.9,1863.7,1959.5,-0.0118,4.9,36,0.0,0,4,1
958,2011,1902.8,19,26.0,788.1,5,1,4,14,8,3,0.5333,1,3,0.7,0,181.5,31.3,5,1934.2,2081.4,1793.8,1838.2,1881.8,2054.3,2084.9,0.1808,3.7,29,2000.0,1,0,0
959,2025,1852.8,6,24.8,87.3,3,2,5,20,3,2,0.3667,4,1,0.4,0,182.4,30.7,8,1865.9,1900.4,1648.2,1747.0,1784.4,1862.3,1847.3,-0.2303,7.3,21,1000.0,3,3,1
960,2022,1800.5,14,26.3,525.9,5,1,4,12,3,3,0.5333,5,2,1.5,0,176.5,34.1,8,1923.1,2058.2,1696.3,1739.0,1838.6,1988.2,1996.8,0.1324,4.3,42,0.0,3,3,1
961,2001,1738.1,6,24.8,261.6,3,2,5,6,11,5,0.3667,5,0,4.2,0,185.6,32.5,2,1650.0,1770.0,1643.9,1747.1,1774.0,1830.9,1972.1,-0.1819,3.2,29,1000.0,1,6,2
962,2016,1808.7,15,25.8,651.3,6,2,2,7,6,2,0.6667,1,0,2.3,0,183.8,29.1,6,1769.2,1802.9,1726.8,1857.7,1952.4,2000.9,1963.3,0.1307,6.1,21,2500.0,1,4,2
963,2021,1867.8,3,26.6,1054.4,3,2,5,12,7,4,0.3667,2,1,2.4,0,183.0,32.9,7,1661.9,1775.4,1696.6,1780.8,1815.8,1824.3,2001.1,-0.0327,4.9,25,0.0,0,9,2
964,2016,1875.9,6,25.2,601.1,3,6,1,13,6,5,0.5,1,2,0.3,0,176.7,35.5,6,1937.7,2057.2,1731.2,1918.9,1937.6,1968.9,1979.0,-0.0429,5.8,40,0.0,3,3,3
965,2016,1823.7,5,26.9,561.5,6,3,1,10,8,1,0.7,1,0,0.2,0,183.3,32.7,5,1937.2,2028.8,1788.2,1930.6,1964.2,2067.6,2085.4,-0.1496,4.3,41,0.0,1,4,1
966,2010,1808.2,22,25.9,524.4,6,0,4,16,11,3,0.6,1,1,2.3,0,182.5,31.5,5,1705.4,1788.0,1812.0,1863.4,1999.2,1984.0,2090.6,0.0486,3.5,27,0.0,2,4,2
967,2022,1826.8,19,25.0,607.5,4,2,4,17,9,5,0.4667,4,0,20.0,0,177.8,32.3,8,1948.6,2119.9,1705.0,1786.8,1806.9,1851.6,1955.0,0.2525,2.5,21,0.0,4,0,0
968,1999,1699.4,13,24.2,431.8,4,2,4,5,8,1,0.4667,5,3,2.5,0,181.9,31.9,2,2011.9,2064.3,1726.4,1785.3,1854.6,1917.0,2151.5,0.0149,4.9,23,0.0,2,7,1
969,2007,1840.6,14,25.0,489.5,6,1,3,15,7,2,0.6333,1,1,5.5,0,181.2,33.6,3,1673.0,1781.3,1735.0,1785.3,1801.3,1968.2,2027.0,-0.1062,6.8,36,0.0,3,5,1
970,2019,1723.3,18,26.8,724.3,4,1,5,9,9,5,0.4333,5,1,1.4,0,179.9,32.8,7,1877.0,1981.6,1771.8,1871.7,1956.9,1970.6,2134.1,-0.1233,5.5,22,0.0,2,0,0
971,1995,1778.5,10,26.3,303.1,3,0,7,11,12,2,0.3,6,2,0.5,0,179.6,32.9,1,1612.8,1759.7,1680.9,1801.6,1822.7,1812.2,1891.7,0.0681,5.8,40,0.0,2,1,0
972,2012,1862.8,15,25.6,950.0,7,0,3,16,6,2,0.7,7,2,0.2,0,177.7,32.1,5,1687.4,1716.2,1764.8,1859.1,1889.6,2060.1,2042.9,0.3162,4.5,26,2500.0,2,2,0
973,2020,1933.4,8,31.2,452.4,6,3,1,17,7,2,0.7,3,2,2.2,0,180.1,31.4,6,1703.8,1877.7,1670.3,1748.6,1776.9,1915.5,1928.6,0.1756,8.6,35,0.0,3,6,5
